name,ns,n_frames,rmsd_mean,rmsd_final,rmsd_max,com_drift_final,com_drift_max,stable,wall_s
EGFRm-009,2.0,40,2.0590919619612698,2.170094124380482,2.7549863224249123,1.975330003869925,2.6598750280039827,True,30409.2
EGFRm-002,2.0,40,1.9812200609131434,2.104332781992179,3.815544538719621,1.801430853027009,2.5559731383160096,False,3384.6
EGFR-TM-014,2.0,40,1.6831987335657632,2.2333457770041396,3.0795820631367743,2.168037224678999,2.8301294493499993,False,3214.4
